43;42;Jindriska
53;39;Jiri
49;39;Jirina
33;46;Jitka
47;38;Jitrenka
52;45;Johana
33;41;Jolana
56;43;Jonas
41;45;Josef
20;46;Jozef
27;42;Judita
26;43;Julie
79;46;Julius
70;45;Juraj
71;38;Justyna
57;43;Kamil
27;46;Kamila
63;46;Karel
26;41;Karina
46;42;Karolina
43;40;Katarina
67;44;Katerina
68;45;Kazimir
75;44;Klara
28;40;Klaudie
50;44;Klement
43;41;Kristian
57;46;Kristyna
46;44;Krystof
60;40;Kveta
35;40;Kvetoslav
37;39;Kvetoslava
38;42;Kvido
17;39;Lada
73;43;Ladislav
17;46;Laura
60;39;Lena
41;43;Lenka
28;42;Leona
72;42;Leopold
15;40;Leos
63;44;Libena
51;39;Libor
19;44;Libuse
55;45;Lidmila
51;43;Liliana
35;41;Linda
57;41;Ljuba
62;43;Lubomir
66;42;Lubor
17;38;Lubos
44;46;Tubos
62;40;Lucia
24;45;Lucie
78;44;Ludek
60;40;Ludmila
60;45;Ludovit
37;42;Ludvik
55;42;Lukas
66;43;Lumir
59;43;Lydie
55;42;Magda
18;39;Magdalena
52;40;Mahulena
53;40;Marcel
77;46;Marcela
71;42;Marek
39;40;Marian
22;44;Marian
25;41;Mariana
43;38;Marie
75;41;Marika
41;40;Marina
18;39;Marketa
35;45;Maros
62;39;Marta
72;38;Martin
30;42;Martina
65;42;Matej
26;43;Matous
18;44;Matylda
65;45;Maxmilian
68;43;Medard
54;43;Michael
15;39;Michaela
32;45;Michal
53;45;Michala
38;40;Mikulas
56;42;Milada
80;43;Milan
50;41;Milena
74;38;Miloslav
57;38;Miloslava
44;45;Milos
63;44;Miluse
51;45;Miriam
61;43;Mirka
38;46;Miroslav
19;44;Miroslava
23;46;Mojmir
63;43;Monika
77;42;Nada
78;46;Nadezda
32;40;Natalie
71;38;Natasa
65;38;Nela
46;44;Nikol
22;40;Nikola
64;45;Nina
75;39;Nora
42;46;Norbert
57;38;Novyrok
37;40;Oldrich
20;38;Oldriska
43;46;Oleg
69;42;Olga
53;44;Oliver
18;46;Olivie
75;45;Ondrej
25;44;Oskar
17;42;Otakar
61;41;Otmar
64;45;Oto
45;45;Otto
32;46;Otylie
72;43;Pankrac
63;45;Patricie
37;38;Patrik
72;46;Pavel
80;43;Pavla
76;45;Pavlina
58;42;Pavol
29;42;Peter
69;42;Petr
58;46;Petra
63;39;Pravoslav
39;42;Prokop
60;40;Premysl
41;40;Radan
67;41;Radana
42;39;Radek
59;44;Radim
15;45;Radka
15;46;Radmila
49;44;Radomir
69;42;Radomira
68;41;Radoslav
71;43;Radovan
31;40;Rad?z
56;44;Rastislav
54;43;Regina
70;43;Regina
15;42;Renata
15;43;Renata
70;39;Rene
54;39;Richard
79;42;Robert
36;46;Robin
59;40;Roland
78;42;Roman
34;40;Romana
19;45;Rostislav
48;43;Rudolf
46;40;Růt
68;46;Růzena
19;44;rehor
28;39;Sabina
43;40;Samuel
30;41;Sandra
39;46;Sara
45;42;Saskie
38;38;Sasa
67;46;Sava
70;38;Sebastian
22;44;Servac
34;42;Silvestr
66;43;Silvia
77;39;Silvie
18;39;Simona
37;46;Slavek
26;38;Slavena
61;40;Slavka
76;39;Slavo
31;45;Slavoj
32;45;Slavomir
59;42;Sobeslav
48;42;Sona
61;38;Stanislav
76;43;Stanislava
52;38;Stela
54;39;Svatava
59;41;Svatekprace
71;40;Svatopluk
35;43;Svatoslav
44;45;Svetlana
78;42;Sylva
18;40;Sylvie
77;39;sarka
30;43;sarlota
64;41;simon
51;43;simona
51;42;stefan
54;40;stepan
77;45;stepanka
15;40;Tadeas
69;41;Tamara
23;46;Tatiana
80;40;Tatana
80;39;Tea
29;46;Teodor
29;43;Tereza
24;44;Terezie
79;41;Tibor
42;39;Tomas
38;45;Trikralove
41;46;Valdemar
24;38;Valentyn
21;43;Valerie
29;46;Vanda
40;38;Vavrinec
27;46;Vasek
47;43;Vaclav
76;44;Vaclava
56;42;Venceslav
67;42;Vendelin
69;42;Vendula
42;42;Vera
34;40;Veronika
52;46;Veroslav
53;39;Viktor
75;45;Viktorie
28;45;Vilem
55;44;Vilma
24;45;Vincenc
39;39;Viola
47;39;Vit
30;39;Vitezslav
58;39;Vladan
62;42;Vladena
80;41;Vladimir
49;43;Vladimira
16;38;Vladislav
47;46;Vladka
56;39;Vlasta
35;44;Vlastimil
53;46;Vlastislav
74;41;Vojta
77;44;Vojtech
66;42;Vratislav
68;44;Xenie
72;41;Zbynek
20;38;Zbysek
52;43;Zdenek
58;41;Zdenka
64;38;Zdislava
31;45;Zikmund
69;46;Zina
24;45;Zita
41;46;Zlata
37;46;Zoe
50;40;Zora
34;38;Zuzana
32;39;zaneta
27;44;zofie
51;44;Adam
70;44;Adela
29;38;Adolf
45;43;Adrian
72;43;Adriana
50;40;Agata
64;40;Alan
21;43;Albert
53;41;Albina
18;38;Alena
54;45;Ales
56;44;Alexandr
18;41;Alexandra
61;38;Alexej
51;42;Alice
46;39;Alina
29;42;Alois
55;39;Alzbeta
35;46;Amalie
19;39;Ambroz
25;39;Anastazie
31;41;Andela
44;41;Andrea
40;40;Andrej
32;42;Aneta
80;46;Anezka
17;41;Anna
31;46;Anton
79;45;Antonie
42;40;Antonin
37;44;Apolena
21;39;Arnost
58;45;Artur
44;40;Augustyn
58;41;Barbara
18;38;Barbora
44;46;Bartolomej
53;46;Bastian
69;42;Beata
60;38;Beatrice
46;40;Bedrich
38;43;Bela
26;46;Benedikt
41;44;Benjamin
54;46;Bernard
67;38;Bernd
31;43;Bernhard
50;38;Berta
33;45;Bibiana
47;44;Blahoslav
34;45;Blanka
69;39;Blazej
42;41;Blazena
57;45;Bohdan
23;45;Bohdana
76;43;Bohumil
30;38;Bohumila
53;44;Bohumir
54;38;Bohuslav
76;44;Bohuslava
78;42;Boleslav
64;39;Bonifac
62;42;Boris
49;39;Borek
42;45;Borivoj
34;42;Bozena
54;43;Brigita
37;43;Bronislav
36;43;Bruno
78;44;Bretislav
38;42;Cecilie
39;41;Ctibor
68;43;Ctirad
19;38;cenek
15;43;cestmir
60;41;Dagmar
25;40;Dalibor
36;41;Dalimil
27;42;Dan
34;44;Dana
54;41;Danica
33;45;Daniel
64;45;Daniela
22;46;Danuse
24;43;Darina
42;38;Darja
47;43;David
16;46;David
32;44;Denisa
39;45;Diana
61;38;Dita
23;46;Dobromila
27;42;Dobroslav
79;44;Dominik
42;43;Dominika
74;42;Dorota
26;45;Doubravka
19;43;Drahomira
80;43;Drahoslav
60;44;Drahoslava
45;43;Dusan
80;46;Edita
79;38;Eduard
27;42;Elena
47;41;Eliska
64;44;Ema
31;42;Emanuel
31;43;Emil
77;42;Emilie
72;46;Erik
54;39;Erika
68;43;Ester
29;44;Eva
66;44;Evelina
31;44;Evzen
34;38;Evzenie
75;46;Felix
69;43;Ferdinand
39;44;Filip
15;39;Frantisek
52;39;Frantiska
53;41;Gabina
69;46;Gabriel
68;40;Gabriela
28;46;Gita
16;44;Gizela
43;41;Gregor
77;45;Gustav
36;45;Hana
39;44;Hanka
39;39;Hanus
75;38;Havel
80;38;Hedvika
15;38;Helena
47;45;Herbert
41;43;Hermina
52;45;Herman
34;41;Hubert
45;45;Hugo
56;41;Hynek
61;45;Ida
46;46;Ignac
45;45;Igor
73;40;Ilja
19;38;Ilona
18;46;Ingrid
64;39;Inka
31;46;Irena
41;42;Irma
43;45;Iva
62;39;Ivan
60;42;Ivana
39;42;Iveta
27;44;Ivo
25;45;Ivona
67;40;Ivos
71;44;Izabela
68;41;Jachym
24;40;Jakub
57;44;Jan
23;45;Jan
62;44;Jana
66;43;Janka
29;42;Jarmil
28;45;Jarmila
37;46;Jaromir
51;38;Jaroslav
35;43;Jaroslava
76;41;Jeronym
79;45;Jindrich
79;42;Jindra
43;42;Jindriska
53;39;Jiri
49;39;Jirina
33;46;Jitka
47;38;Jitrenka
52;45;Johana
33;41;Jolana
56;43;Jonas
41;45;Josef
20;46;Jozef
27;42;Judita
26;43;Julie
79;46;Julius
70;45;Juraj
71;38;Justyna
57;43;Kamil
27;46;Kamila
63;46;Karel
26;41;Karina
46;42;Karolina
43;40;Katarina
67;44;Katerina
68;45;Kazimir
75;44;Klara
28;40;Klaudie
50;44;Klement
43;41;Kristian
57;46;Kristyna
46;44;Krystof
60;40;Kveta
35;40;Kvetoslav
37;39;Kvetoslava
38;42;Kvido
17;39;Lada
73;43;Ladislav
17;46;Laura
60;39;Lena
41;43;Lenka
28;42;Leona
72;42;Leopold
15;40;Leos
63;44;Libena
51;39;Libor
19;44;Libuse
55;45;Lidmila
51;43;Liliana
35;41;Linda
57;41;Ljuba
62;43;Lubomir
66;42;Lubor
17;38;Lubos
44;46;Tubos
62;40;Lucia
24;45;Lucie
78;44;Ludek
60;40;Ludmila
60;45;Ludovit
37;42;Ludvik
55;42;Lukas
66;43;Lumir
59;43;Lydie
55;42;Magda
18;39;Magdalena
52;40;Mahulena
53;40;Marcel
77;46;Marcela
71;42;Marek
39;40;Marian
22;44;Marian
25;41;Mariana
43;38;Marie
75;41;Marika
41;40;Marina
18;39;Marketa
35;45;Maros
62;39;Marta
72;38;Martin
30;42;Martina
65;42;Matej
26;43;Matous
18;44;Matylda
65;45;Maxmilian
68;43;Medard
54;43;Michael
15;39;Michaela
32;45;Michal
53;45;Michala
38;40;Mikulas
56;42;Milada
80;43;Milan
50;41;Milena
74;38;Miloslav
57;38;Miloslava
44;45;Milos
63;44;Miluse
51;45;Miriam
61;43;Mirka
38;46;Miroslav
19;44;Miroslava
23;46;Mojmir
63;43;Monika
77;42;Nada
78;46;Nadezda
32;40;Natalie
71;38;Natasa
65;38;Nela
46;44;Nikol
22;40;Nikola
64;45;Nina
75;39;Nora
42;46;Norbert
57;38;Novyrok
37;40;Oldrich
20;38;Oldriska
43;46;Oleg
69;42;Olga
53;44;Oliver
18;46;Olivie
75;45;Ondrej
25;44;Oskar
17;42;Otakar
61;41;Otmar
64;45;Oto
45;45;Otto
32;46;Otylie
72;43;Pankrac
63;45;Patricie
37;38;Patrik
72;46;Pavel
80;43;Pavla
76;45;Pavlina
58;42;Pavol
29;42;Peter
69;42;Petr
58;46;Petra
63;39;Pravoslav
39;42;Prokop
60;40;Premysl
41;40;Radan
67;41;Radana
42;39;Radek
59;44;Radim
15;45;Radka
15;46;Radmila
49;44;Radomir
69;42;Radomira
68;41;Radoslav
71;43;Radovan
31;40;Rad?z
56;44;Rastislav
54;43;Regina
70;43;Regina
15;42;Renata
15;43;Renata
70;39;Rene
54;39;Richard
79;42;Robert
36;46;Robin
59;40;Roland
78;42;Roman
34;40;Romana
19;45;Rostislav
48;43;Rudolf
46;40;Růt
68;46;Růzena
19;44;rehor
28;39;Sabina
43;40;Samuel
30;41;Sandra
39;46;Sara
45;42;Saskie
38;38;Sasa
67;46;Sava
70;38;Sebastian
22;44;Servac
34;42;Silvestr
66;43;Silvia
77;39;Silvie
18;39;Simona
37;46;Slavek
26;38;Slavena
61;40;Slavka
76;39;Slavo
31;45;Slavoj
32;45;Slavomir
59;42;Sobeslav
48;42;Sona
61;38;Stanislav
76;43;Stanislava
52;38;Stela
54;39;Svatava
59;41;Svatekprace
71;40;Svatopluk
35;43;Svatoslav
44;45;Svetlana
78;42;Sylva
18;40;Sylvie
77;39;sarka
30;43;sarlota
64;41;simon
51;43;simona
51;42;stefan
54;40;stepan
77;45;stepanka
15;40;Tadeas
69;41;Tamara
23;46;Tatiana
80;40;Tatana
80;39;Tea
29;46;Teodor
29;43;Tereza
24;44;Terezie
79;41;Tibor
42;39;Tomas
38;45;Trikralove
41;46;Valdemar
24;38;Valentyn
21;43;Valerie
29;46;Vanda
40;38;Vavrinec
27;46;Vasek
47;43;Vaclav
76;44;Vaclava
56;42;Venceslav
67;42;Vendelin
69;42;Vendula
42;42;Vera
34;40;Veronika
52;46;Veroslav
53;39;Viktor
75;45;Viktorie
28;45;Vilem
55;44;Vilma
24;45;Vincenc
39;39;Viola
47;39;Vit
30;39;Vitezslav
58;39;Vladan
62;42;Vladena
80;41;Vladimir
49;43;Vladimira
16;38;Vladislav
47;46;Vladka
56;39;Vlasta
35;44;Vlastimil
53;46;Vlastislav
74;41;Vojta
77;44;Vojtech
66;42;Vratislav
68;44;Xenie
72;41;Zbynek
20;38;Zbysek
52;43;Zdenek
58;41;Zdenka
64;38;Zdislava
31;45;Zikmund
69;46;Zina
24;45;Zita
41;46;Zlata
37;46;Zoe
50;40;Zora
34;38;Zuzana
32;39;zaneta
27;44;zofie
51;44;Adam
70;44;Adela
29;38;Adolf
45;43;Adrian
72;43;Adriana
50;40;Agata
64;40;Alan
21;43;Albert
53;41;Albina
18;38;Alena
54;45;Ales
56;44;Alexandr
18;41;Alexandra
61;38;Alexej
51;42;Alice
46;39;Alina
29;42;Alois
55;39;Alzbeta
35;46;Amalie
19;39;Ambroz
25;39;Anastazie
31;41;Andela
44;41;Andrea
40;40;Andrej
32;42;Aneta
80;46;Anezka
17;41;Anna
31;46;Anton
79;45;Antonie
42;40;Antonin
37;44;Apolena
21;39;Arnost
58;45;Artur
44;40;Augustyn
58;41;Barbara
18;38;Barbora
44;46;Bartolomej
53;46;Bastian
69;42;Beata
60;38;Beatrice
46;40;Bedrich
38;43;Bela
26;46;Benedikt
41;44;Benjamin
54;46;Bernard
67;38;Bernd
31;43;Bernhard
50;38;Berta
33;45;Bibiana
47;44;Blahoslav
34;45;Blanka
69;39;Blazej
42;41;Blazena
57;45;Bohdan
23;45;Bohdana
76;43;Bohumil
30;38;Bohumila
53;44;Bohumir
54;38;Bohuslav
76;44;Bohuslava
78;42;Boleslav
64;39;Bonifac
62;42;Boris
49;39;Borek
42;45;Borivoj
34;42;Bozena
54;43;Brigita
37;43;Bronislav
36;43;Bruno
78;44;Bretislav
38;42;Cecilie
39;41;Ctibor
68;43;Ctirad
19;38;cenek
15;43;cestmir
60;41;Dagmar
25;40;Dalibor
36;41;Dalimil
27;42;Dan
34;44;Dana
54;41;Danica
33;45;Daniel
64;45;Daniela
22;46;Danuse
24;43;Darina
42;38;Darja
47;43;David
16;46;David
32;44;Denisa
39;45;Diana
61;38;Dita
23;46;Dobromila
27;42;Dobroslav
79;44;Dominik
42;43;Dominika
74;42;Dorota
26;45;Doubravka
19;43;Drahomira
80;43;Drahoslav
60;44;Drahoslava
45;43;Dusan
80;46;Edita
79;38;Eduard
27;42;Elena
47;41;Eliska
64;44;Ema
31;42;Emanuel
31;43;Emil
77;42;Emilie
72;46;Erik
54;39;Erika
68;43;Ester
29;44;Eva
66;44;Evelina
31;44;Evzen
34;38;Evzenie
75;46;Felix
69;43;Ferdinand
39;44;Filip
15;39;Frantisek
52;39;Frantiska
53;41;Gabina
69;46;Gabriel
68;40;Gabriela
28;46;Gita
16;44;Gizela
43;41;Gregor
77;45;Gustav
36;45;Hana
39;44;Hanka
39;39;Hanus
75;38;Havel
80;38;Hedvika
15;38;Helena
47;45;Herbert
41;43;Hermina
52;45;Herman
34;41;Hubert
45;45;Hugo
56;41;Hynek
61;45;Ida
46;46;Ignac
45;45;Igor
73;40;Ilja
19;38;Ilona
18;46;Ingrid
64;39;Inka
31;46;Irena
41;42;Irma
43;45;Iva
62;39;Ivan
60;42;Ivana
39;42;Iveta
27;44;Ivo
25;45;Ivona
67;40;Ivos
71;44;Izabela
68;41;Jachym
24;40;Jakub
57;44;Jan
23;45;Jan
62;44;Jana
66;43;Janka
29;42;Jarmil
28;45;Jarmila
37;46;Jaromir
51;38;Jaroslav
35;43;Jaroslava
76;41;Jeronym
79;45;Jindrich
79;42;Jindra
43;42;Jindriska
53;39;Jiri
49;39;Jirina
33;46;Jitka
47;38;Jitrenka
52;45;Johana
33;41;Jolana
56;43;Jonas
41;45;Josef
20;46;Jozef
27;42;Judita
26;43;Julie
79;46;Julius
70;45;Juraj
71;38;Justyna
57;43;Kamil
27;46;Kamila
63;46;Karel
26;41;Karina
46;42;Karolina
43;40;Katarina
67;44;Katerina
68;45;Kazimir
75;44;Klara
28;40;Klaudie
50;44;Klement
43;41;Kristian
57;46;Kristyna
46;44;Krystof
60;40;Kveta
35;40;Kvetoslav
37;39;Kvetoslava
38;42;Kvido
17;39;Lada
73;43;Ladislav
17;46;Laura
60;39;Lena
41;43;Lenka
28;42;Leona
72;42;Leopold
15;40;Leos
63;44;Libena
51;39;Libor
19;44;Libuse
55;45;Lidmila
51;43;Liliana
35;41;Linda
57;41;Ljuba
62;43;Lubomir
66;42;Lubor
17;38;Lubos
44;46;Tubos
62;40;Lucia
24;45;Lucie
78;44;Ludek
60;40;Ludmila
60;45;Ludovit
37;42;Ludvik
55;42;Lukas
66;43;Lumir
59;43;Lydie
55;42;Magda
18;39;Magdalena
52;40;Mahulena
53;40;Marcel
77;46;Marcela
71;42;Marek
39;40;Marian
22;44;Marian
25;41;Mariana
43;38;Marie
75;41;Marika
41;40;Marina
18;39;Marketa
35;45;Maros
62;39;Marta
72;38;Martin
30;42;Martina
65;42;Matej
26;43;Matous
18;44;Matylda
65;45;Maxmilian
68;43;Medard
54;43;Michael
15;39;Michaela
32;45;Michal
53;45;Michala
38;40;Mikulas
56;42;Milada
80;43;Milan
50;41;Milena
74;38;Miloslav
57;38;Miloslava
44;45;Milos
63;44;Miluse
51;45;Miriam
61;43;Mirka
38;46;Miroslav
19;44;Miroslava
23;46;Mojmir
63;43;Monika
77;42;Nada
78;46;Nadezda
32;40;Natalie
71;38;Natasa
65;38;Nela
46;44;Nikol
22;40;Nikola
64;45;Nina
75;39;Nora
42;46;Norbert
57;38;Novyrok
37;40;Oldrich
20;38;Oldriska
43;46;Oleg
69;42;Olga
53;44;Oliver
18;46;Olivie
75;45;Ondrej
25;44;Oskar
17;42;Otakar
61;41;Otmar
64;45;Oto
45;45;Otto
32;46;Otylie
72;43;Pankrac
63;45;Patricie
37;38;Patrik
72;46;Pavel
80;43;Pavla
76;45;Pavlina
58;42;Pavol
29;42;Peter
69;42;Petr
58;46;Petra
63;39;Pravoslav
39;42;Prokop
60;40;Premysl
41;40;Radan
67;41;Radana
42;39;Radek
59;44;Radim
15;45;Radka
15;46;Radmila
49;44;Radomir
69;42;Radomira
68;41;Radoslav
71;43;Radovan
31;40;Rad?z
56;44;Rastislav
54;43;Regina
70;43;Regina
15;42;Renata
15;43;Renata
70;39;Rene
54;39;Richard
79;42;Robert
36;46;Robin
59;40;Roland
78;42;Roman
34;40;Romana
19;45;Rostislav
48;43;Rudolf
46;40;Růt
68;46;Růzena
19;44;rehor
28;39;Sabina
43;40;Samuel
30;41;Sandra
39;46;Sara
45;42;Saskie
38;38;Sasa
67;46;Sava
70;38;Sebastian
22;44;Servac
34;42;Silvestr
66;43;Silvia
77;39;Silvie
18;39;Simona
37;46;Slavek
26;38;Slavena
61;40;Slavka
76;39;Slavo
31;45;Slavoj
32;45;Slavomir
59;42;Sobeslav
48;42;Sona
61;38;Stanislav
76;43;Stanislava
52;38;Stela
54;39;Svatava
59;41;Svatekprace
71;40;Svatopluk
35;43;Svatoslav
44;45;Svetlana
78;42;Sylva
18;40;Sylvie
77;39;sarka
30;43;sarlota
64;41;simon
51;43;simona
51;42;stefan
54;40;stepan
77;45;stepanka
15;40;Tadeas
69;41;Tamara
23;46;Tatiana
80;40;Tatana
80;39;Tea
29;46;Teodor
29;43;Tereza
24;44;Terezie
79;41;Tibor
42;39;Tomas
38;45;Trikralove
41;46;Valdemar
24;38;Valentyn
21;43;Valerie
29;46;Vanda
40;38;Vavrinec
27;46;Vasek
47;43;Vaclav
76;44;Vaclava
56;42;Venceslav
67;42;Vendelin
69;42;Vendula
42;42;Vera
34;40;Veronika
52;46;Veroslav
53;39;Viktor
75;45;Viktorie
28;45;Vilem
55;44;Vilma
24;45;Vincenc
39;39;Viola
47;39;Vit
30;39;Vitezslav
58;39;Vladan
62;42;Vladena
80;41;Vladimir
49;43;Vladimira
16;38;Vladislav
47;46;Vladka
56;39;Vlasta
35;44;Vlastimil
53;46;Vlastislav
74;41;Vojta
77;44;Vojtech
66;42;Vratislav
68;44;Xenie
72;41;Zbynek
20;38;Zbysek
52;43;Zdenek
58;41;Zdenka
64;38;Zdislava
31;45;Zikmund
69;46;Zina
24;45;Zita
41;46;Zlata
37;46;Zoe
50;40;Zora
34;38;Zuzana
32;39;zaneta
27;44;zofie
51;44;Adam
70;44;Adela
29;38;Adolf
45;43;Adrian
72;43;Adriana
50;40;Agata
64;40;Alan
21;43;Albert
53;41;Albina
18;38;Alena
54;45;Ales
56;44;Alexandr
18;41;Alexandra
61;38;Alexej
51;42;Alice
46;39;Alina
29;42;Alois
55;39;Alzbeta
35;46;Amalie
19;39;Ambroz
25;39;Anastazie
31;41;Andela
44;41;Andrea
40;40;Andrej
32;42;Aneta
80;46;Anezka
17;41;Anna
31;46;Anton
79;45;Antonie
42;40;Antonin
37;44;Apolena
21;39;Arnost
58;45;Artur
44;40;Augustyn
58;41;Barbara
18;38;Barbora
44;46;Bartolomej
53;46;Bastian
69;42;Beata
60;38;Beatrice
46;40;Bedrich
38;43;Bela
26;46;Benedikt
41;44;Benjamin
54;46;Bernard
67;38;Bernd
31;43;Bernhard
50;38;Berta
33;45;Bibiana
47;44;Blahoslav
34;45;Blanka
69;39;Blazej
42;41;Blazena
57;45;Bohdan
23;45;Bohdana
76;43;Bohumil
30;38;Bohumila
53;44;Bohumir
54;38;Bohuslav
76;44;Bohuslava
78;42;Boleslav
64;39;Bonifac
62;42;Boris
49;39;Borek
42;45;Borivoj
34;42;Bozena
54;43;Brigita
37;43;Bronislav
36;43;Bruno
78;44;Bretislav
38;42;Cecilie
39;41;Ctibor
68;43;Ctirad
19;38;cenek
15;43;cestmir
60;41;Dagmar
25;40;Dalibor
36;41;Dalimil
27;42;Dan
34;44;Dana
54;41;Danica
33;45;Daniel
64;45;Daniela
22;46;Danuse
24;43;Darina
42;38;Darja
47;43;David
16;46;David
32;44;Denisa
39;45;Diana
61;38;Dita
23;46;Dobromila
27;42;Dobroslav
79;44;Dominik
42;43;Dominika
74;42;Dorota
26;45;Doubravka
19;43;Drahomira
80;43;Drahoslav
60;44;Drahoslava
45;43;Dusan
80;46;Edita
79;38;Eduard
27;42;Elena
47;41;Eliska
64;44;Ema
31;42;Emanuel
31;43;Emil
77;42;Emilie
72;46;Erik
54;39;Erika
68;43;Ester
29;44;Eva
66;44;Evelina
31;44;Evzen
34;38;Evzenie
75;46;Felix
69;43;Ferdinand
39;44;Filip
15;39;Frantisek
52;39;Frantiska
53;41;Gabina
69;46;Gabriel
68;40;Gabriela
28;46;Gita
16;44;Gizela
43;41;Gregor
77;45;Gustav
36;45;Hana
39;44;Hanka
39;39;Hanus
75;38;Havel
80;38;Hedvika
15;38;Helena
47;45;Herbert
41;43;Hermina
52;45;Herman
34;41;Hubert
45;45;Hugo
56;41;Hynek
61;45;Ida
46;46;Ignac
45;45;Igor
73;40;Ilja
19;38;Ilona
18;46;Ingrid
64;39;Inka
31;46;Irena
41;42;Irma
43;45;Iva
62;39;Ivan
60;42;Ivana
39;42;Iveta
27;44;Ivo
25;45;Ivona
67;40;Ivos
71;44;Izabela
68;41;Jachym
24;40;Jakub
57;44;Jan
23;45;Jan
62;44;Jana
66;43;Janka
29;42;Jarmil
28;45;Jarmila
37;46;Jaromir
51;38;Jaroslav
35;43;Jaroslava
76;41;Jeronym
79;45;Jindrich
79;42;Jindra
43;42;Jindriska
53;39;Jiri
49;39;Jirina
33;46;Jitka
47;38;Jitrenka
52;45;Johana
33;41;Jolana
56;43;Jonas
41;45;Josef
20;46;Jozef
27;42;Judita
26;43;Julie
79;46;Julius
70;45;Juraj
71;38;Justyna
57;43;Kamil
27;46;Kamila
63;46;Karel
26;41;Karina
46;42;Karolina
43;40;Katarina
67;44;Katerina
68;45;Kazimir
75;44;Klara
28;40;Klaudie
50;44;Klement
43;41;Kristian
57;46;Kristyna
46;44;Krystof
60;40;Kveta
35;40;Kvetoslav
37;39;Kvetoslava
38;42;Kvido
17;39;Lada
73;43;Ladislav
17;46;Laura
60;39;Lena
41;43;Lenka
28;42;Leona
72;42;Leopold
15;40;Leos
63;44;Libena
51;39;Libor
19;44;Libuse
55;45;Lidmila
51;43;Liliana
35;41;Linda
57;41;Ljuba
62;43;Lubomir
66;42;Lubor
17;38;Lubos
44;46;Tubos
62;40;Lucia
24;45;Lucie
78;44;Ludek
60;40;Ludmila
60;45;Ludovit
37;42;Ludvik
55;42;Lukas
66;43;Lumir
59;43;Lydie
55;42;Magda
18;39;Magdalena
52;40;Mahulena
53;40;Marcel
77;46;Marcela
71;42;Marek
39;40;Marian
22;44;Marian
25;41;Mariana
43;38;Marie
75;41;Marika
41;40;Marina
18;39;Marketa
35;45;Maros
62;39;Marta
